,SiO2,Al2O3,FeO,MgO,CaO,Na2O,,,,,,
Olivine,    0,0,0,0,0,0
Wadsleyite, 38.43,0.31,23.1,38.81,0.14,0.18,0.3,0.12,0.62,0.58,0.12,0.02
Ringwoodite, 38.25,0.4,29.67,33.38,0.24,0.14,0.46,0.26,0.4,0.57,0.18,0.04
Opx,       0,0,0,0,0,0
Cpx,        55.02,1.11,6.56,19.21,17.05,1.02,0.46,0.37,0.1,0.37,0.87,0.13
C2/c,       0,0,0,0,0,0
Ca-Perov,    0,0,0,0,0,0 
Akimotoite,  0,0,0,0,0,0 
Majorite,   45.3,17.68,10.87,20.33,5.51,0.54,0.73,1.55,0.23,0.59,1.42,0.32
Quartz,      0,0,0,0,0,0 
Perovskite,  0,0,0,0,0,0 
Periclase,  0.15,0.19,67.24,31.92,0.08,0.74,0.11,0.02,0.52,0.42,0.01,0.04
Spinel,      0,0,0,0,0,0
CF,          0,0,0,0,0,0,0,0,0,0,0,0
PPv,	     0,0,0,0,0,0,0,0,0,0,0,0
Pl,	     0,0,0,0,0,0,0,0,0,0,0,0
