,SiO2,Al2O3,FeO,MgO,CaO,Na2O,,,,,,
Olivine,    0,0,0,0,0,0
Wadsleyite, 0,0,0,0,0,0
Ringwoodite, 37.89,0.18,25.57,36.49,0.11,0.1,0.24,0.18,0.7,0.57,0.13,0.01
Opx,       0,0,0,0,0,0
Cpx,        0,0,0,0,0,0
C2/c,       0,0,0,0,0,0
Ca-Perov,    0,0,0,0,0,0 
Akimotoite,  0,0,0,0,0,0 
Majorite,   51.02,7.01,11.22,23.74,5.57,0.84,0.52,1.05,0.7,1.28,0.7,0.12
Quartz,      0,0,0,0,0,0 
Perovskite,  0,0,0,0,0,0 
Periclase,   0,0,0,0,0,0 
Spinel,      0,0,0,0,0,0
CF,          0,0,0,0,0,0,0,0,0,0,0,0
PPv,	     0,0,0,0,0,0,0,0,0,0,0,0
Pl,	     0,0,0,0,0,0,0,0,0,0,0,0
